Country,Measure,Frequency,Transaction,Time,Value,Flags
"United Kingdom","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",203950,
"United Kingdom","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",124409,
"United Kingdom","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",128382,
"United Kingdom","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",46367,
"United Kingdom","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",47849,
"United Kingdom","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",83215,
"United Kingdom","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",85879,
"United Kingdom","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",251458,
"United Kingdom","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",263354,
"United Kingdom","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",176984,
"United Kingdom","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",182639,
"United Kingdom","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",55481,
"United Kingdom","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",57254,
"United Kingdom","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",90479,
"United Kingdom","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",93487,
"United Kingdom","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",109715,
"United Kingdom","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",110368,
"United Kingdom","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",61083,
"United Kingdom","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",63035,
"United Kingdom","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",9851,
"United Kingdom","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",10166,
"United Kingdom","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",151017,
"United Kingdom","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",155517,
"United Kingdom","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",166811,
"United Kingdom","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",178598,
"United Kingdom","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",103272,
"United Kingdom","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",106572,
"United Kingdom","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",228618,
"United Kingdom","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",235926,
"United Kingdom","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",267616,
"United Kingdom","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",275778,
"United Kingdom","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",47741,
"United Kingdom","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",49199,
"United Kingdom","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",29291,
"United Kingdom","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",30227,
"United States","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",16244600,
"United States","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",16800000,E
"United States","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",16244600,
"United States","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",16800000,E
"United States","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",1065600,
"United States","National currency, current prices, millions","Annual","Statistical discrepancy","2012",-17000,
"United States","National currency, current prices, millions","Annual","Final consumption expenditure","2012",13697600,
"United States","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",968200,E
"United States","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",10859100,
"United States","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",290500,
"United States","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",1579800,E
"United States","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",2548000,
"United States","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",12117800,E
"United States","National currency, current prices, millions","Annual","Gross capital formation","2012",3094200,
"United States","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",3028100,
"United States","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",66100,
"United States","National currency, current prices, millions","Annual","Exports of goods and services","2012",2195900,
"United States","National currency, current prices, millions","Annual","Exports of goods","2012",1536000,
"United States","National currency, current prices, millions","Annual","Exports of services","2012",659900,
"United States","National currency, current prices, millions","Annual","Imports of goods and services","2012",2743100,
"United States","National currency, current prices, millions","Annual","Imports of goods","2012",2295400,
"United States","National currency, current prices, millions","Annual","Imports of services","2012",447700,
"United States","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",16244600,
"United States","National currency, current prices, millions","Annual","External balance of goods and services","2012",-547200,
"United States","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",15179000,E
"United States","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",6576000,
"United States","National currency, current prices, millions","Annual","Compensation of employees","2012",8620000,
"United States","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",11149600,
"United States","National currency, current prices, millions","Annual","Dwellings","2012",439300,
"United States","National currency, current prices, millions","Annual","Other buildings and structures","2012",713500,
"United States","National currency, current prices, millions","Annual","Transport equipment","2012",264800,
"United States","National currency, current prices, millions","Annual","Other machinery and equipment","2012",798500,
"United States","National currency, current prices, millions","Annual","Intangible fixed assets","2012",811900,
"United States","National currency, current prices, millions","Annual","Domestic demand","2012",16791800,
"United States","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",925900,
"United States","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",42700,
"United States","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",1112800,
"United States","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",369200,
"United States","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",1584400,
"United States","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",464300,
"United States","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",633600,
"United States","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",83800,
"United States","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",1194000,
"United States","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",2797800,
"United States","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",337400,
"China","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",51894210.73,
"China","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",51894210.73,
"China","National currency, current prices, millions","Annual","Statistical discrepancy","2012",-1029632.75,
"China","National currency, current prices, millions","Annual","Final consumption expenditure","2012",26183282.25,
"China","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",19042377.39,
"China","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",7140904.86,
"China","National currency, current prices, millions","Annual","Gross capital formation","2012",25277323.73,
"China","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",24175684,
"China","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",1101639.731,
"China","National currency, current prices, millions","Annual","Exports of goods and services","2012",14192393.75,
"China","National currency, current prices, millions","Annual","Imports of goods and services","2012",12729156.25,
"China","National currency, current prices, millions","Annual","External balance of goods and services","2012",1463237.5,
"China","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",51894210.73,
"China","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",19042377.39,
"China","National currency, current prices, millions","Annual","Domestic demand","2012",51460605.98,
"China","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",5237362.531,
"China","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",19967065.96,
"China","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",3549133.515,
"China","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",8481839.552,
"China","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",2872268.054,
"China","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",2900548.81,
"China","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",8885992.312,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",62218377.85,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",66755301.93,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",62218377.8,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",66755301.9,
"Russian Federation","National currency, current prices, millions","Annual","Other service activities","2012",7064360.2,
"Russian Federation","National currency, current prices, millions","Annual","Other service activities","2013",7889870.3,
"Russian Federation","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",12324894.61,
"Russian Federation","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2013",12614634.63,
"Russian Federation","National currency, current prices, millions","Annual","Taxes less subsidies on products","2012",9201629.688,
"Russian Federation","National currency, current prices, millions","Annual","Taxes less subsidies on products","2013",9278447.404,
"Russian Federation","National currency, current prices, millions","Annual","Statistical discrepancy","2012",-546949.8,
"Russian Federation","National currency, current prices, millions","Annual","Statistical discrepancy","2013",33094.8,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure","2012",42976385,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure","2013",47722695.9,
"Russian Federation","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",5384006.4,
"Russian Federation","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2013",5775701.3,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",30831521.6,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of households","2013",34399362,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",256180.9,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2013",275871.4,
"Russian Federation","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",6504676.1,
"Russian Federation","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2013",7271761.2,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",11888682.5,
"Russian Federation","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2013",13047462.5,
"Russian Federation","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",36471708.9,
"Russian Federation","National currency, current prices, millions","Annual","of which: Actual individual consumption","2013",40450934.7,
"Russian Federation","National currency, current prices, millions","Annual","Gross capital formation","2012",15223986.4,
"Russian Federation","National currency, current prices, millions","Annual","Gross capital formation","2013",15076983.7,
"Russian Federation","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",13069352.9,
"Russian Federation","National currency, current prices, millions","Annual","Gross fixed capital formation","2013",13764247.7,
"Russian Federation","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",2154633.5,
"Russian Federation","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2013",1312736,
"Russian Federation","National currency, current prices, millions","Annual","Exports of goods and services","2012",18413063.1,
"Russian Federation","National currency, current prices, millions","Annual","Exports of goods and services","2013",18936654.2,
"Russian Federation","National currency, current prices, millions","Annual","Exports of goods","2012",16537467.2,
"Russian Federation","National currency, current prices, millions","Annual","Exports of goods","2013",16805487.8,
"Russian Federation","National currency, current prices, millions","Annual","Exports of services","2012",1875595.9,
"Russian Federation","National currency, current prices, millions","Annual","Exports of services","2013",2131166.4,
"Russian Federation","National currency, current prices, millions","Annual","Imports of goods and services","2012",13848106.9,
"Russian Federation","National currency, current prices, millions","Annual","Imports of goods and services","2013",15014126.7,
"Russian Federation","National currency, current prices, millions","Annual","Imports of goods","2012",10505652.1,
"Russian Federation","National currency, current prices, millions","Annual","Imports of goods","2013",10972918.3,
"Russian Federation","National currency, current prices, millions","Annual","Imports of services","2012",3342454.8,
"Russian Federation","National currency, current prices, millions","Annual","Imports of services","2013",4041208.4,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",62218377.81,
"Russian Federation","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2013",66755301.93,
"Russian Federation","National currency, current prices, millions","Annual","External balance of goods and services","2012",4564956.2,
"Russian Federation","National currency, current prices, millions","Annual","External balance of goods and services","2013",3922527.5,
"Russian Federation","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",53016748.16,
"Russian Federation","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2013",57476854.53,
"Russian Federation","National currency, current prices, millions","Annual","Agriculture, hunting and forestry; fishing","2012",2081845.185,
"Russian Federation","National currency, current prices, millions","Annual","Agriculture, hunting and forestry; fishing","2013",2270205.227,
"Russian Federation","National currency, current prices, millions","Annual","Industry, including energy","2012",15525573.85,
"Russian Federation","National currency, current prices, millions","Annual","Industry, including energy","2013",16686997.31,
"Russian Federation","National currency, current prices, millions","Annual","Construction","2012",4010204.496,
"Russian Federation","National currency, current prices, millions","Annual","Construction","2013",4159235.686,
"Russian Federation","National currency, current prices, millions","Annual","Wholesale and retail trade, repairs; hotels and restaurants; transport","2012",14963568.8,
"Russian Federation","National currency, current prices, millions","Annual","Wholesale and retail trade, repairs; hotels and restaurants; transport","2013",15939795.4,
"Russian Federation","National currency, current prices, millions","Annual","Financial intermediation; real estate, renting and business activities","2012",8679002.617,
"Russian Federation","National currency, current prices, millions","Annual","Financial intermediation; real estate, renting and business activities","2013",9741902.539,
"Russian Federation","National currency, current prices, millions","Annual","Other service activities","2012",7756553.212,
"Russian Federation","National currency, current prices, millions","Annual","Other service activities","2013",8678718.37,
"Russian Federation","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",18430996.3,
"Russian Federation","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2013",19512273.1,
"Russian Federation","National currency, current prices, millions","Annual","Compensation of employees","2012",31462486.9,
"Russian Federation","National currency, current prices, millions","Annual","Compensation of employees","2013",34628394.2,
"Russian Federation","National currency, current prices, millions","Annual","Agriculture, hunting and forestry; fishing","2012",503031.1,
"Russian Federation","National currency, current prices, millions","Annual","Agriculture, hunting and forestry; fishing","2013",542716.3,
"Russian Federation","National currency, current prices, millions","Annual","Industry, including energy","2012",4830569.5,
"Russian Federation","National currency, current prices, millions","Annual","Industry, including energy","2013",5279369.8,
"Russian Federation","National currency, current prices, millions","Annual","Construction","2012",1585708,
"Russian Federation","National currency, current prices, millions","Annual","Construction","2013",1678264.3,
"Russian Federation","National currency, current prices, millions","Annual","Wholesale and retail trade, repairs; hotels and restaurants; transport","2012",5251258.3,
"Russian Federation","National currency, current prices, millions","Annual","Wholesale and retail trade, repairs; hotels and restaurants; transport","2013",5947394,
"Russian Federation","National currency, current prices, millions","Annual","Financial intermediation; real estate, renting and business activities","2012",3268559.7,
"Russian Federation","National currency, current prices, millions","Annual","Financial intermediation; real estate, renting and business activities","2013",3678779.8,
"Russian Federation","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",31087702.5,
"Russian Federation","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2013",34675233.4,
"Russian Federation","National currency, current prices, millions","Annual","of which: Manufacturing","2012",3097493,
"Russian Federation","National currency, current prices, millions","Annual","of which: Manufacturing","2013",3380142.2,
"Russian Federation","National currency, current prices, millions","Annual","of which: Manufacturing","2012",7890258.503,
"Russian Federation","National currency, current prices, millions","Annual","of which: Manufacturing","2013",8519328.63,
"Russian Federation","National currency, current prices, millions","Annual","Domestic demand","2012",58200371.4,
"Russian Federation","National currency, current prices, millions","Annual","Domestic demand","2013",62799679.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",12970181,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",13075215.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",12970181,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",13075215.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",1566484.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2013",1577395.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Taxes less subsidies on products","2012",1392184,
"European Union (28 countries)","National currency, current prices, millions","Annual","Taxes less subsidies on products","2013",1403888,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure","2012",10379054.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure","2013",10436028.9,
"European Union (28 countries)","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",1751858.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",7377073,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",197417.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",1052717.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",2801736.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2013",2816873.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",9326348.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross capital formation","2012",2340531.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross capital formation","2013",2265673.9,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",2324610.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross fixed capital formation","2013",2259034.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",15920.3,
"European Union (28 countries)","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2013",6639.2,
"European Union (28 countries)","National currency, current prices, millions","Annual","Exports of goods and services","2012",5820493.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Exports of goods and services","2013",5860683.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Imports of goods and services","2012",5569898.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Imports of goods and services","2013",5487170.9,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",12970181,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2013",13075215.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","External balance of goods and services","2012",250595.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","External balance of goods and services","2013",373512.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",11577997,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2013",11671327,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",4984795.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2013",5043116.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Compensation of employees","2012",6418901.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Compensation of employees","2013",6454703.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",7577318.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2013",7619155.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Domestic demand","2012",12719585.9,
"European Union (28 countries)","National currency, current prices, millions","Annual","Domestic demand","2013",12701702.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",1101070.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",1111031.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",1758987,
"European Union (28 countries)","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",1764036,
"European Union (28 countries)","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",54015.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",54834.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",196085,
"European Union (28 countries)","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",197256,
"European Union (28 countries)","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",2210631,
"European Union (28 countries)","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",2224652,
"European Union (28 countries)","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",1249126.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",1260478.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",377675.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",365897.4,
"European Union (28 countries)","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",679564,
"European Union (28 countries)","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",662212,
"European Union (28 countries)","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",2192313,
"European Union (28 countries)","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",2215495,
"European Union (28 countries)","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",1301070.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",1303336.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",305782.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",308839.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",543276,
"European Union (28 countries)","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",529366,
"European Union (28 countries)","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",633872,
"European Union (28 countries)","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",634886,
"European Union (28 countries)","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",342398.3,
"European Union (28 countries)","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",342798.9,
"European Union (28 countries)","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",61264.1,
"European Union (28 countries)","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",61312.7,
"European Union (28 countries)","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",1281482,
"European Union (28 countries)","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",1302572,
"European Union (28 countries)","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",1190141,
"European Union (28 countries)","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",1217931,
"European Union (28 countries)","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",704760.8,
"European Union (28 countries)","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",714467.5,
"European Union (28 countries)","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",1769646.6,
"European Union (28 countries)","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",1788426.3,
"European Union (28 countries)","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",2237680,
"European Union (28 countries)","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",2267293,
"European Union (28 countries)","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",412954,
"European Union (28 countries)","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",419664,
"European Union (28 countries)","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",253160.3,
"European Union (28 countries)","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",254311.2,
